id	hotel	review_type	review	tokens
p129	budjet	positif	L’emplacement est fabuleux bien qu’il soit impossible d’y accéder en voiture.  On nous a donné une chambre sur le port et cela nous a enchantés. MERCI BEAUCOUP!	fabuleux acceder impossible voiture port chambre donne enchanter emplacement
p130	budjet	positif	I emplacement la vue les services rendus personnellement très gentils	personnellement gentil service vue emplacement
n131	budjet	negatif	les odeurs	odeur
p132	budjet	positif	Sur le port Emplacement	emplacement port
n132	budjet	negatif	Un peu vieillot Le petit déjeuner	petit-dejeuner vieillot
p133	budjet	positif	Le personnel est très sympathique	sympathique personnel
n133	budjet	negatif	Manque d insonorisation pour les chambres	chambre manque insonorisation
p134	budjet	positif	Tout était très bien sauf la cabine de douche	cabine_de_douche
n134	budjet	negatif	La cabine de douche n'a pas de paroi et laisse en revanche passer l'eau, difficile de ne pas en mettre partout :/	laisse mettre cabine_de_douche partout revanche eau difficile paroi
p135	budjet	positif	L'emplacement	emplacement
n135	budjet	negatif	L'odeur dans la salle de bain venant des canalisations	venant salle_de_bain odeur canalisation
n136	budjet	negatif	DOMMAGE PAS DE PARKING A L HOTEL tres dificille de trouver une place surtout a la rochelle mais tres bien situer	hotel trouver situer place dommage rochelle dificille parking
p137	budjet	positif	L'hotel avait un bon emplacement Chambre très confortable et salle de bain propre LA VUE des chambres sur le vieux port est des plus agréables.	agreable hotel confortable vue propre chambre salle_de_bain emplacement vieux_port
n137	budjet	negatif	Nous sommes arrivés vers 13 h or pas d'accueil avant 14 h  Il a fallu que nous posions nos valises dans la voiture car nous avions un rendez vous sur un bateau à 14 h Nous n'avons pu prendre possession des chambres qu'à 17 h alors que nous voulions poser les valises en chambre mais ce n'est pas grave tout a été très bien après. et nous avons bénéficié d'un temps magnifique et doux.	arriver valise magnifique possession prendre voiture temps beneficier doux vouloir grave NUM chambre poser bateau falloir accueil
p138	budjet	positif	Emplacement idéal	ideal emplacement
p139	budjet	positif	Le personnel très sympathique était à l'écoute de nos attentes. La chambre était parfaite pour une famille de deux adultes et deux enfants. La vue sur le vieux port est magnifique. La vie nocturne pendant les vacances ajouté un plus au séjour. Des artistes de rue animent un peu partout et font participer le public. La Rochelle est parfaite aussi pour un séjour en amoureux.	rue ecoute vie parfait vue ajoute sejour famille nocturne adulte vacance rochelle sympathique attente artiste partout amoureux enfant public animer vieux_port magnifique personnel chambre participer
n139	budjet	negatif	L'absence de climatisation dans la chambre mais ce n'était qu'un détail.	absence chambre detail climatisation
p140	budjet	positif	L'emplacement est parfait pour une visite de La Rochelle. La chambre est simple, mais fonctionnelle...	emplacement simple parfait rochelle fonctionnel chambre visiter
p141	budjet	positif	Petit déjeuner simple mais bon. Vue imprenable sur le port.	simple imprenable vue port petit-dejeuner
n141	budjet	negatif	Salle de bain un peu petite. Pas moyen de pendre un vêtement ou un drap de bain pour le secher. Planche de w.c. ne tenant pas. Signaler le 1er jour mais pas de changement le second jour. Pomme de douche défectueuse.	second secher petit vetement pomme_de_douche moyen planche drap_de_bain NUMer defectueux jour salle_de_bain changement signaler pendre
p142	budjet	positif	Super emplacement , restos et plage pas loin , la brasserie de l’hôtel est sympa et personnels super gentils.	super plage hotel loin restaurant personnel gentil brasserie emplacement sympa
n142	budjet	negatif	un peu bruyant le soir .	bruyant soir
p143	budjet	positif	L emplacement	emplacement
n143	budjet	negatif	Ptdj un peu cher	petit-dejeuner
p144	budjet	positif	L emplacement	emplacement
n144	budjet	negatif	La chaleur dans les chambres et salle de bain	chambre salle_de_bain chaleur
p145	budjet	positif	L'Hôtel est on ne peut mieux placé sur le vieux port	place hotel mieux vieux_port
p146	budjet	positif	La situation de l'hôtel est idéale.	ideal hotel situation
p147	budjet	positif	Petit déjeuner bon rapport qualité prix Très bon emplacement	rapport_qualite-prix emplacement petit-dejeuner
n147	budjet	negatif	Le rideau de douche pas top car on met de l'eau partout dans la sdb.  L'emplacement des WC n'est pas pratique du tout dans la sdb car pas trop de place	wc partout mettre top pratique rideau_de_douche place eau salle_de_bain emplacement
p148	budjet	positif	très bon accueil	accueil
n148	budjet	negatif	rideau de douche qui n'est pas efficace	rideau_de_douche efficace
p149	budjet	positif	Très bien placé avec parking et visites à proximité	place proximite parking visiter
n149	budjet	negatif	Confort un peu juste	confort
p150	budjet	positif	La gentillesse de l'accueil.	gentillesse accueil
n150	budjet	negatif	La chambre était petite. La fenêtre donnait sur une place bruyante. Difficile d'aérer.	petit bruyant fenetre place difficile aerer chambre donner
p151	budjet	positif	Simple mais excellent croissant	simple croissant excellent
n151	budjet	negatif	Un peu plus de choix	choix
p152	budjet	positif	Petit déjeuner copieux et appétissant qualité de la literie	appetissant copieux qualite literie petit-dejeuner
n152	budjet	negatif	la tapisserie escalier du 3eme etage	escalier etage NUMeme tapisserie
p153	budjet	positif	L'emplacement est idéal pour visiter le centre et l'accueil agréable.	emplacement agreable centre ideal accueil visiter
p154	budjet	positif	vue et emplacement exceptionnels	exceptionnel vue emplacement
n154	budjet	negatif	Manque une place de parking	place manque parking
p155	budjet	positif	L hôtel est très bien situé, face au vieux Port, devant les Tours. Proche du centre ville.	tour hotel situer centre-ville face vieux_port
n155	budjet	negatif	La salle de bain, un peu exiguë, la cuvette des toilette pas facile d accès. A mon goût, j aurai bien apprécié une bouilloire.	toilette cuvette apprecier salle_de_bain acces bouilloire gout facile exigu
n156	budjet	negatif	pas de chambre à 2 lits	chambre NUM lit
n157	budjet	negatif	Yaourt ou fromage au petit déjeuner	yaourt fromage petit-dejeuner
p158	budjet	positif	Balcon donnant sur le vieux port	donnant balcon vieux_port
p159	budjet	positif	La salle de bain était belle.	salle_de_bain
n159	budjet	negatif	Les toilettes , trop près du mur.	mur toilette
p160	budjet	positif	Tout le reste	
n160	budjet	negatif	Bruit devant l hôtel la nuit	hotel bruit nuit
p161	budjet	positif	la vue , la chambre, et le balcon, la localisation!	chambre localisation vue balcon
n161	budjet	negatif	personnel désagréable  night qui dort et qui n’ouvre pas la porte.  obligé de remonter dans la chambre pour avoir le code de la wifi.  impossible de laisser les bagages lors du Check in	impossible porte personnel code obliger night remonter wifi dormir bagage ouvre check-in chambre desagreable
p162	budjet	positif	La vue était superbe et la chambre avait une bonne insonorisation par rapport aux bruits extérieur. Personnel très sympathique. Un plus aussi le gardien de nuit qui pouvait ouvrir la porte si la carte ne fonctionnait pas.	bruit porte personnel carte exterieur fonctionner gardien sympathique rapport vue nuit chambre superbe insonorisation
n162	budjet	negatif	Il y avait malheursement tous les soirs une très forte odeur d'égout dans la salle de bain qui refoulait dans toute la chambre. Dommage également pour le manque de rangement dans la chambre	soir odeur refouler malheursement rangement dommage manque forte egout chambre salle_de_bain
p163	budjet	positif	Hôtel situé sur le port, très bon rapport qualité prix, beaucoup de bruit, mais il faut faire un choix. Personnel sympathique.	hotel bruit personnel rapport_qualite-prix choix situer sympathique port falloir
n163	budjet	negatif	Pour moi, la chambre me convenait.	chambre convenir
p164	budjet	positif	excellent emplacement	emplacement excellent
n164	budjet	negatif	salle de bain mal ventilée, mauvaises odeurs...	mal odeur salle_de_bain ventiler mauvais
p165	budjet	positif	Bien situé mais extérieur bruyant, chambre sans clim et impossible de laisser les fenêtres ouvertes	impossible bruyant clim situer chambre fenetre exterieur
n165	budjet	negatif	installer un système de climatisation	climatisation systeme installer
p166	budjet	positif	La vue de la chambre	chambre vue
n166	budjet	negatif	la salle de bain trop petite	salle_de_bain petit
p167	budjet	positif	Hôtel très bien situé sur le Port à 2 pas de tout ! très bon accueil...	hotel situer port a_deux_pas accueil
p168	budjet	positif	magnifique vue chambre grande avec balcon	magnifique grand vue balcon chambre
n168	budjet	negatif	bruit de la rue terrible et très chaud ds la chambre	rue bruit chaud terrible chambre ds
p169	budjet	positif	emplacement très bien, très bon petit déjeuner.	emplacement petit-dejeuner
n169	budjet	negatif	Les deux lits en sont pas prévus pour cette chambre car un lit bloque un battant de la fenêtre. Toujours pas de savon pour les mains, obligés d'aller vers la baignoire prendre du savon .	main prendre baignoire lit obliger bloquer fenetre savon prevoir battant chambre
p170	budjet	positif	Emplacement; petit déjeuner,	emplacement petit-dejeuner
n170	budjet	negatif	Pas de bouchon pour l'évacuation d'eau baignoire donc pas de bain, pas de bouchon aussi pour l'évier, donc si vous faites tomber une bague dans cet évier, elle tombe dans le siphon et perdue. pas de savon pour se laver les mains obligé d'aller vers la baignoire prendre du savon et retourner vers l'évier. Des échantillons coutent pas trop chers.	bain obliger retourner laver bague bouchon tomber echantillon evier main prendre tombe eau savon coutent evacuation siphon baignoire perdre
p171	budjet	positif	L'emplacement	emplacement
n172	budjet	negatif	La clim serait bien	clim
p173	budjet	positif	- Très bel emplacement avec vue sur le Vieux Port, - Personnel sympathique, - Déjeuner très bien	bel personnel dejeuner sympathique vue emplacement vieux_port
n173	budjet	negatif	- Espace réduit WC / salle de bain - Pas assez d'espace de rangement pour les vêtements - Carte du restaurant trop réduite	wc espace vetement restaurant rangement reduit salle_de_bain carte
p174	budjet	positif	Le cadre très joli	cadre joli
n174	budjet	negatif	Trop bruyant le soir	bruyant soir
p175	budjet	positif	Assez bien	
n175	budjet	negatif	Rien	
p176	budjet	positif	Chambre donnant sur le port	chambre donnant port
n176	budjet	negatif	La petitesse de la chambre et le coin WC	chambre wc coin petitesse
p177	budjet	positif	Emplacement parfait petit déjeuner en terrasse, le top ! Quartier vivant	vivant top parfait terrasse quartier emplacement petit-dejeuner
n177	budjet	negatif	Une climatisation dans la chambre serait la bienvenue. Nous avons du laisser la porte fenêtre ouverte toute la nuit ,trop chaud et avec les Francofolies , nous avons subit le bruit jusqu'à 4h du matin.	climatisation NUMh bruit porte bienvenu chaud francofolies matin fenetre nuit chambre subit
p178	budjet	positif	Emplacement : excellente proximité des commerces/ visites touristiques/ lieux remarquables/ bars et restaurants  Vue panoramique sur le port de La Rochelle ! Très bon rapport qualité / prix  Grand miroir très pratique !	emplacement commerce bar restaurant proximite rapport_qualite-prix miroir pratique excellent grand rochelle panoramique vue port lieu visiter touristique
